Some weights of the model checkpoint at /cluster/projects/mcintoshgroup/publicData/fine-grain/CXR-CLIP-Text-Encoder/ were not used when initializing BertModel: ['encoder.layer.8.attention.self.query.weight', 'encoder.layer.11.intermediate.dense.weight', 'encoder.layer.8.intermediate.dense.weight', 'encoder.layer.8.output.dense.bias', 'encoder.layer.6.attention.output.dense.weight', 'encoder.layer.7.output.dense.bias', 'encoder.layer.10.attention.output.dense.weight', 'encoder.layer.8.attention.self.query.bias', 'encoder.layer.6.output.dense.bias', 'encoder.layer.8.intermediate.dense.bias', 'encoder.layer.6.output.LayerNorm.weight', 'encoder.layer.6.attention.self.query.bias', 'encoder.layer.11.attention.output.LayerNorm.bias', 'encoder.layer.11.output.dense.weight', 'encoder.layer.7.output.LayerNorm.bias', 'encoder.layer.10.output.dense.weight', 'encoder.layer.10.output.LayerNorm.bias', 'encoder.layer.8.output.LayerNorm.bias', 'encoder.layer.7.attention.output.dense.bias', 'encoder.layer.10.attention.self.query.bias', 'encoder.layer.6.attention.output.LayerNorm.weight', 'encoder.layer.10.attention.output.LayerNorm.bias', 'encoder.layer.9.attention.output.dense.weight', 'encoder.layer.10.attention.output.dense.bias', 'encoder.layer.8.attention.self.key.bias', 'encoder.layer.6.attention.self.key.bias', 'encoder.layer.9.attention.output.dense.bias', 'encoder.layer.10.intermediate.dense.weight', 'encoder.layer.6.output.dense.weight', 'encoder.layer.10.intermediate.dense.bias', 'encoder.layer.9.attention.self.value.bias', 'embeddings.token_type_embeddings.weight', 'encoder.layer.9.intermediate.dense.weight', 'encoder.layer.6.attention.self.value.weight', 'encoder.layer.10.attention.self.key.weight', 'encoder.layer.11.attention.self.key.weight', 'encoder.layer.10.attention.self.key.bias', 'encoder.layer.11.attention.self.value.weight', 'encoder.layer.11.attention.self.key.bias', 'encoder.layer.10.attention.self.value.bias', 'encoder.layer.7.attention.self.key.weight', 'encoder.layer.8.attention.output.LayerNorm.bias', 'encoder.layer.9.attention.self.key.bias', 'encoder.layer.6.attention.self.value.bias', 'encoder.layer.9.attention.output.LayerNorm.bias', 'encoder.layer.6.intermediate.dense.bias', 'encoder.layer.8.attention.output.dense.bias', 'encoder.layer.8.attention.output.LayerNorm.weight', 'encoder.layer.7.attention.output.LayerNorm.bias', 'encoder.layer.7.attention.self.value.weight', 'encoder.layer.8.attention.self.value.weight', 'encoder.layer.11.output.dense.bias', 'encoder.layer.8.attention.self.key.weight', 'encoder.layer.9.attention.self.value.weight', 'encoder.layer.8.output.dense.weight', 'encoder.layer.7.intermediate.dense.weight', 'encoder.layer.11.attention.output.dense.bias', 'encoder.layer.11.attention.self.value.bias', 'encoder.layer.11.intermediate.dense.bias', 'encoder.layer.7.attention.self.query.weight', 'encoder.layer.8.attention.output.dense.weight', 'encoder.layer.7.attention.self.key.bias', 'encoder.layer.8.attention.self.value.bias', 'encoder.layer.6.output.LayerNorm.bias', 'encoder.layer.7.attention.output.LayerNorm.weight', 'encoder.layer.7.output.dense.weight', 'encoder.layer.10.output.dense.bias', 'encoder.layer.7.output.LayerNorm.weight', 'encoder.layer.6.attention.output.LayerNorm.bias', 'encoder.layer.7.attention.self.query.bias', 'encoder.layer.11.attention.self.query.bias', 'encoder.layer.9.output.dense.weight', 'encoder.layer.7.intermediate.dense.bias', 'encoder.layer.9.output.dense.bias', 'encoder.layer.6.attention.self.key.weight', 'encoder.layer.7.attention.output.dense.weight', 'pooler.dense.weight', 'encoder.layer.11.output.LayerNorm.weight', 'encoder.layer.11.output.LayerNorm.bias', 'encoder.layer.9.output.LayerNorm.weight', 'encoder.layer.9.intermediate.dense.bias', 'encoder.layer.9.output.LayerNorm.bias', 'encoder.layer.10.attention.output.LayerNorm.weight', 'encoder.layer.10.output.LayerNorm.weight', 'encoder.layer.9.attention.self.key.weight', 'encoder.layer.9.attention.self.query.bias', 'encoder.layer.6.attention.self.query.weight', 'encoder.layer.7.attention.self.value.bias', 'encoder.layer.11.attention.output.dense.weight', 'encoder.layer.8.output.LayerNorm.weight', 'encoder.layer.9.attention.output.LayerNorm.weight', 'pooler.dense.bias', 'encoder.layer.11.attention.output.LayerNorm.weight', 'encoder.layer.6.attention.output.dense.bias', 'encoder.layer.11.attention.self.query.weight', 'encoder.layer.10.attention.self.query.weight', 'encoder.layer.9.attention.self.query.weight', 'encoder.layer.6.intermediate.dense.weight', 'encoder.layer.10.attention.self.value.weight']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertModel were not initialized from the model checkpoint at /cluster/projects/mcintoshgroup/publicData/fine-grain/CXR-CLIP-Text-Encoder/ and are newly initialized: ['encoder.layer.2.crossattention.self.key.weight', 'encoder.layer.0.crossattention.output.dense.bias', 'encoder.layer.1.crossattention.self.value.bias', 'encoder.layer.3.crossattention.self.value.weight', 'encoder.layer.5.crossattention.output.LayerNorm.weight', 'encoder.layer.1.crossattention.self.key.bias', 'encoder.layer.2.crossattention.self.value.weight', 'encoder.layer.0.crossattention.self.key.weight', 'encoder.layer.5.crossattention.self.query.bias', 'encoder.layer.3.crossattention.output.LayerNorm.bias', 'encoder.layer.5.crossattention.self.value.weight', 'encoder.layer.5.crossattention.output.dense.bias', 'encoder.layer.2.crossattention.output.LayerNorm.bias', 'encoder.layer.4.crossattention.self.value.bias', 'encoder.layer.0.crossattention.output.LayerNorm.weight', 'encoder.layer.5.crossattention.output.LayerNorm.bias', 'encoder.layer.4.crossattention.self.value.weight', 'encoder.layer.2.crossattention.self.value.bias', 'encoder.layer.3.crossattention.output.LayerNorm.weight', 'encoder.layer.3.crossattention.output.dense.bias', 'encoder.layer.4.crossattention.self.key.weight', 'encoder.layer.1.crossattention.output.LayerNorm.weight', 'encoder.layer.3.crossattention.self.query.bias', 'encoder.layer.2.crossattention.output.dense.bias', 'encoder.layer.4.crossattention.self.key.bias', 'encoder.layer.3.crossattention.output.dense.weight', 'encoder.layer.0.crossattention.output.LayerNorm.bias', 'encoder.layer.2.crossattention.self.query.bias', 'encoder.layer.0.crossattention.self.query.bias', 'encoder.layer.3.crossattention.self.query.weight', 'encoder.layer.0.crossattention.output.dense.weight', 'encoder.layer.2.crossattention.output.dense.weight', 'encoder.layer.5.crossattention.self.key.weight', 'encoder.layer.0.crossattention.self.value.weight', 'encoder.layer.5.crossattention.self.key.bias', 'encoder.layer.4.crossattention.output.LayerNorm.bias', 'encoder.layer.1.crossattention.self.value.weight', 'encoder.layer.4.crossattention.self.query.weight', 'encoder.layer.2.crossattention.self.query.weight', 'encoder.layer.4.crossattention.output.dense.bias', 'encoder.layer.4.crossattention.output.LayerNorm.weight', 'encoder.layer.1.crossattention.output.LayerNorm.bias', 'encoder.layer.0.crossattention.self.query.weight', 'encoder.layer.1.crossattention.self.key.weight', 'encoder.layer.2.crossattention.output.LayerNorm.weight', 'encoder.layer.5.crossattention.self.value.bias', 'encoder.layer.5.crossattention.output.dense.weight', 'encoder.layer.1.crossattention.output.dense.weight', 'encoder.layer.4.crossattention.output.dense.weight', 'encoder.layer.0.crossattention.self.key.bias', 'encoder.layer.1.crossattention.output.dense.bias', 'encoder.layer.1.crossattention.self.query.bias', 'encoder.layer.4.crossattention.self.query.bias', 'encoder.layer.5.crossattention.self.query.weight', 'encoder.layer.3.crossattention.self.key.bias', 'encoder.layer.3.crossattention.self.value.bias', 'encoder.layer.0.crossattention.self.value.bias', 'encoder.layer.1.crossattention.self.query.weight', 'encoder.layer.3.crossattention.self.key.weight', 'encoder.layer.2.crossattention.self.key.bias']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
Script Parameters:
  FEW_SHOT: 0.01
  FUSION_TYPE: subtraction
  BATCH_SIZE: 1024
  LEARNING_RATE: 0.05
  PATIENCE: 100
  EPOCHS: 800
  PREDICTION_THRESHOLD: 0.5
  TOKEN_MAX_LENGTH: 256
Freezing BERT model
non loaded keys  dict_keys(['patch_local_atten_layer.in_proj_weight', 'patch_local_atten_layer.in_proj_bias', 'patch_local_atten_layer.out_proj.weight', 'patch_local_atten_layer.out_proj.bias', 'word_local_atten_layer.in_proj_weight', 'word_local_atten_layer.in_proj_bias', 'word_local_atten_layer.out_proj.weight', 'word_local_atten_layer.out_proj.bias', 'prototype_layer.weight'])
  INPUT_SIZE: 224
  EXPERIMENT_MODEL: mgca_res50
  MODEL_NAME: mgca
  CACHE_PARENT_DIR: mgca_encoder_features
  mean: [0.5, 0.5, 0.5]
  std: [0.5, 0.5, 0.5]
Encoding train set...
[SUCCESS] Object loaded successfully.
Encoding val set...
[SUCCESS] Object loaded successfully.
Encoding test set...
[SUCCESS] Object loaded successfully.
 Few-shot size: torch.Size([2014]), total training size 201598
Training classifier...
Epoch 0 | Train Loss: 0.7011 | Val Loss: 2.7920
Epoch 1 | Train Loss: 0.6962 | Val Loss: 2.7034
Epoch 2 | Train Loss: 0.6960 | Val Loss: 2.7602
Epoch 3 | Train Loss: 0.6916 | Val Loss: 2.8403
Epoch 4 | Train Loss: 0.6931 | Val Loss: 2.7737
Epoch 5 | Train Loss: 0.6887 | Val Loss: 2.7167
Epoch 6 | Train Loss: 0.6898 | Val Loss: 2.7178
Epoch 7 | Train Loss: 0.6888 | Val Loss: 2.7528
Epoch 8 | Train Loss: 0.6878 | Val Loss: 2.7797
Epoch 9 | Train Loss: 0.6881 | Val Loss: 2.7596
Epoch 10 | Train Loss: 0.6869 | Val Loss: 2.7300
Epoch 11 | Train Loss: 0.6875 | Val Loss: 2.7194
Epoch 12 | Train Loss: 0.6873 | Val Loss: 2.7424
Epoch 13 | Train Loss: 0.6872 | Val Loss: 2.7619
Epoch 14 | Train Loss: 0.6866 | Val Loss: 2.7402
Epoch 15 | Train Loss: 0.6860 | Val Loss: 2.7269
Epoch 16 | Train Loss: 0.6861 | Val Loss: 2.7263
Epoch 17 | Train Loss: 0.6861 | Val Loss: 2.7358
Epoch 18 | Train Loss: 0.6859 | Val Loss: 2.7572
Epoch 19 | Train Loss: 0.6859 | Val Loss: 2.7467
Epoch 20 | Train Loss: 0.6853 | Val Loss: 2.7230
Epoch 21 | Train Loss: 0.6858 | Val Loss: 2.7136
Epoch 22 | Train Loss: 0.6854 | Val Loss: 2.7372
Epoch 23 | Train Loss: 0.6852 | Val Loss: 2.7621
Epoch 24 | Train Loss: 0.6855 | Val Loss: 2.7433
Epoch 25 | Train Loss: 0.6846 | Val Loss: 2.7180
Epoch 26 | Train Loss: 0.6857 | Val Loss: 2.7124
Epoch 27 | Train Loss: 0.6847 | Val Loss: 2.7456
Epoch 28 | Train Loss: 0.6848 | Val Loss: 2.7640
Epoch 29 | Train Loss: 0.6850 | Val Loss: 2.7394
Epoch 30 | Train Loss: 0.6842 | Val Loss: 2.7180
Epoch 31 | Train Loss: 0.6845 | Val Loss: 2.7159
Epoch 32 | Train Loss: 0.6843 | Val Loss: 2.7363
Epoch 33 | Train Loss: 0.6839 | Val Loss: 2.7492
Epoch 34 | Train Loss: 0.6841 | Val Loss: 2.7416
Epoch 35 | Train Loss: 0.6839 | Val Loss: 2.7297
Epoch 36 | Train Loss: 0.6839 | Val Loss: 2.7181
Epoch 37 | Train Loss: 0.6840 | Val Loss: 2.7304
Epoch 38 | Train Loss: 0.6841 | Val Loss: 2.7588
Epoch 39 | Train Loss: 0.6840 | Val Loss: 2.7371
Epoch 40 | Train Loss: 0.6836 | Val Loss: 2.7146
Epoch 41 | Train Loss: 0.6838 | Val Loss: 2.7263
Epoch 42 | Train Loss: 0.6838 | Val Loss: 2.7511
Epoch 43 | Train Loss: 0.6838 | Val Loss: 2.7324
Epoch 44 | Train Loss: 0.6834 | Val Loss: 2.7357
Epoch 45 | Train Loss: 0.6839 | Val Loss: 2.7232
Epoch 46 | Train Loss: 0.6836 | Val Loss: 2.7460
Epoch 47 | Train Loss: 0.6832 | Val Loss: 2.7384
Epoch 48 | Train Loss: 0.6846 | Val Loss: 2.7186
Epoch 49 | Train Loss: 0.6834 | Val Loss: 2.7487
Epoch 50 | Train Loss: 0.6832 | Val Loss: 2.7426
Epoch 51 | Train Loss: 0.6833 | Val Loss: 2.7332
Epoch 52 | Train Loss: 0.6830 | Val Loss: 2.7159
Epoch 53 | Train Loss: 0.6835 | Val Loss: 2.7263
Epoch 54 | Train Loss: 0.6837 | Val Loss: 2.7665
Epoch 55 | Train Loss: 0.6845 | Val Loss: 2.7436
Epoch 56 | Train Loss: 0.6831 | Val Loss: 2.6983
Epoch 57 | Train Loss: 0.6844 | Val Loss: 2.7158
Epoch 58 | Train Loss: 0.6824 | Val Loss: 2.7706
Epoch 59 | Train Loss: 0.6848 | Val Loss: 2.7687
Epoch 60 | Train Loss: 0.6825 | Val Loss: 2.7108
Epoch 61 | Train Loss: 0.6850 | Val Loss: 2.6937
Epoch 62 | Train Loss: 0.6835 | Val Loss: 2.7472
Epoch 63 | Train Loss: 0.6831 | Val Loss: 2.7907
Epoch 64 | Train Loss: 0.6846 | Val Loss: 2.7435
Epoch 65 | Train Loss: 0.6823 | Val Loss: 2.6954
Epoch 66 | Train Loss: 0.6844 | Val Loss: 2.7120
Epoch 67 | Train Loss: 0.6824 | Val Loss: 2.7660
Epoch 68 | Train Loss: 0.6832 | Val Loss: 2.7630
Epoch 69 | Train Loss: 0.6826 | Val Loss: 2.7243
Epoch 70 | Train Loss: 0.6825 | Val Loss: 2.7045
Epoch 71 | Train Loss: 0.6830 | Val Loss: 2.7290
Epoch 72 | Train Loss: 0.6834 | Val Loss: 2.7689
Epoch 73 | Train Loss: 0.6828 | Val Loss: 2.7351
Epoch 74 | Train Loss: 0.6827 | Val Loss: 2.7090
Epoch 75 | Train Loss: 0.6826 | Val Loss: 2.7304
Epoch 76 | Train Loss: 0.6820 | Val Loss: 2.7553
Epoch 77 | Train Loss: 0.6826 | Val Loss: 2.7460
Epoch 78 | Train Loss: 0.6821 | Val Loss: 2.7177
Epoch 79 | Train Loss: 0.6826 | Val Loss: 2.7179
Epoch 80 | Train Loss: 0.6820 | Val Loss: 2.7444
Epoch 81 | Train Loss: 0.6823 | Val Loss: 2.7505
Epoch 82 | Train Loss: 0.6824 | Val Loss: 2.7230
Epoch 83 | Train Loss: 0.6822 | Val Loss: 2.7217
Epoch 84 | Train Loss: 0.6819 | Val Loss: 2.7473
Epoch 85 | Train Loss: 0.6820 | Val Loss: 2.7462
Epoch 86 | Train Loss: 0.6819 | Val Loss: 2.7290
Epoch 87 | Train Loss: 0.6819 | Val Loss: 2.7252
Epoch 88 | Train Loss: 0.6819 | Val Loss: 2.7313
Epoch 89 | Train Loss: 0.6822 | Val Loss: 2.7374
Epoch 90 | Train Loss: 0.6817 | Val Loss: 2.7245
Epoch 91 | Train Loss: 0.6822 | Val Loss: 2.7202
Epoch 92 | Train Loss: 0.6819 | Val Loss: 2.7427
Epoch 93 | Train Loss: 0.6818 | Val Loss: 2.7561
Epoch 94 | Train Loss: 0.6821 | Val Loss: 2.7351
Epoch 95 | Train Loss: 0.6816 | Val Loss: 2.7204
Epoch 96 | Train Loss: 0.6818 | Val Loss: 2.7275
Epoch 97 | Train Loss: 0.6817 | Val Loss: 2.7416
Epoch 98 | Train Loss: 0.6819 | Val Loss: 2.7407
Epoch 99 | Train Loss: 0.6817 | Val Loss: 2.7397
Epoch 100 | Train Loss: 0.6816 | Val Loss: 2.7320
Epoch 101 | Train Loss: 0.6819 | Val Loss: 2.7328
Epoch 102 | Train Loss: 0.6816 | Val Loss: 2.7474
Epoch 103 | Train Loss: 0.6817 | Val Loss: 2.7322
Epoch 104 | Train Loss: 0.6817 | Val Loss: 2.7231
Epoch 105 | Train Loss: 0.6816 | Val Loss: 2.7384
Epoch 106 | Train Loss: 0.6817 | Val Loss: 2.7406
Epoch 107 | Train Loss: 0.6815 | Val Loss: 2.7369
Epoch 108 | Train Loss: 0.6816 | Val Loss: 2.7339
Epoch 109 | Train Loss: 0.6814 | Val Loss: 2.7272
Epoch 110 | Train Loss: 0.6815 | Val Loss: 2.7258
Epoch 111 | Train Loss: 0.6814 | Val Loss: 2.7406
Epoch 112 | Train Loss: 0.6814 | Val Loss: 2.7407
Epoch 113 | Train Loss: 0.6813 | Val Loss: 2.7254
Epoch 114 | Train Loss: 0.6814 | Val Loss: 2.7248
Epoch 115 | Train Loss: 0.6819 | Val Loss: 2.7441
Epoch 116 | Train Loss: 0.6814 | Val Loss: 2.7282
Epoch 117 | Train Loss: 0.6816 | Val Loss: 2.7301
Epoch 118 | Train Loss: 0.6828 | Val Loss: 2.7180
Epoch 119 | Train Loss: 0.6819 | Val Loss: 2.7589
Epoch 120 | Train Loss: 0.6817 | Val Loss: 2.7391
Epoch 121 | Train Loss: 0.6817 | Val Loss: 2.7215
Epoch 122 | Train Loss: 0.6816 | Val Loss: 2.7345
Epoch 123 | Train Loss: 0.6810 | Val Loss: 2.7549
Epoch 124 | Train Loss: 0.6816 | Val Loss: 2.7424
Epoch 125 | Train Loss: 0.6812 | Val Loss: 2.7264
Epoch 126 | Train Loss: 0.6813 | Val Loss: 2.7249
Epoch 127 | Train Loss: 0.6813 | Val Loss: 2.7298
Epoch 128 | Train Loss: 0.6814 | Val Loss: 2.7427
Epoch 129 | Train Loss: 0.6813 | Val Loss: 2.7342
Epoch 130 | Train Loss: 0.6812 | Val Loss: 2.7191
Epoch 131 | Train Loss: 0.6813 | Val Loss: 2.7311
Epoch 132 | Train Loss: 0.6811 | Val Loss: 2.7425
Epoch 133 | Train Loss: 0.6824 | Val Loss: 2.7448
Epoch 134 | Train Loss: 0.6815 | Val Loss: 2.7112
Epoch 135 | Train Loss: 0.6816 | Val Loss: 2.7313
Epoch 136 | Train Loss: 0.6813 | Val Loss: 2.7622
